DATE,VIX,New_Stock_Price,LCR,Net_income,Cost_income_ratio,ROE,CET1_ratio,CDS_Spread
2020-12-01,20.77,12.89,190.37,-62.78,93.6,-0.6,12.9,46.34
2020-12-02,21.17,13.02,190.43,-70.79,94.09,-0.7,12.99,45.83
2020-12-03,21.28,13.03,188.5,-78.26,94.13,-0.74,12.86,45.83
2020-12-04,20.79,13.2,190.05,-87.52,93.72,-0.87,12.76,45.83
2020-12-05,20.79,13.2,190.46,-96.32,94.84,-0.92,12.91,45.83
2020-12-06,20.79,13.2,190.69,-103.77,94.66,-1.04,12.92,45.83
2020-12-07,21.3,13.11,189.34,-117.1,94.83,-1.16,12.93,46.34
2020-12-08,20.68,12.97,189.37,-131.13,94.92,-1.21,12.97,47.34
2020-12-09,22.27,13.0,189.45,-138.72,94.89,-1.32,12.97,47.34
2020-12-10,22.52,12.76,190.51,-146.95,95.37,-1.37,12.94,46.34
2020-12-11,23.31,12.45,190.98,-151.92,95.65,-1.49,13.0,48.33
2020-12-12,23.31,12.45,189.61,-171.15,94.91,-1.53,12.82,48.33
2020-12-13,23.31,12.45,190.86,-173.83,95.59,-1.64,12.95,48.33
2020-12-14,24.72,12.41,190.12,-186.39,95.88,-1.73,12.96,47.34
2020-12-15,22.89,12.73,189.88,-194.36,96.27,-1.79,12.84,50.82
2020-12-16,22.5,12.69,189.8,-206.7,96.84,-1.87,12.82,49.32
2020-12-17,21.93,12.74,190.71,-218.5,96.2,-1.98,12.87,47.32
2020-12-18,21.57,12.57,190.31,-223.92,96.49,-2.09,12.87,46.31
2020-12-19,21.57,12.57,192.16,-233.95,96.66,-2.2,12.96,46.31
2020-12-20,21.57,12.57,189.19,-242.86,96.72,-2.26,12.87,46.31
2020-12-21,25.16,12.32,190.49,-255.32,97.08,-2.35,12.86,46.83
2020-12-22,24.23,12.17,189.5,-266.69,97.72,-2.41,12.87,48.82
2020-12-23,23.31,12.75,189.17,-279.08,97.15,-2.51,12.98,49.83
2020-12-24,21.53,12.66,189.99,-282.36,97.94,-2.57,12.91,49.33
2020-12-25,21.53,12.66,190.13,-293.21,97.23,-2.69,12.89,48.33
2020-12-26,21.53,12.66,192.77,-306.78,97.88,-2.77,12.9,48.33
2020-12-27,21.53,12.66,189.83,-315.38,98.16,-2.82,12.99,48.33
2020-12-28,21.7,12.76,188.93,-324.96,99.16,-2.93,12.85,48.33
2020-12-29,23.08,12.79,190.26,-337.51,98.53,-3.03,12.99,48.34
2020-12-30,22.77,12.81,188.03,-345.46,97.91,-3.13,12.91,48.33
2020-12-31,22.75,12.8,190.0,-353.0,99.0,-3.2,12.9,48.33
2021-01-01,22.75,12.8,189.16,-350.2,98.75,-3.19,12.89,48.32
2021-01-02,22.75,12.8,190.0,-352.19,97.01,-3.16,12.72,48.32
2021-01-03,22.75,12.8,189.33,-348.99,97.22,-3.15,12.87,48.32
2021-01-04,26.97,12.89,191.57,-349.82,97.76,-3.16,12.94,47.35
2021-01-05,25.34,13.17,192.44,-345.86,96.01,-3.16,12.8,47.32
2021-01-06,25.07,13.79,192.59,-346.0,95.57,-3.18,12.83,47.8
2021-01-07,22.37,14.1,192.33,-344.62,95.12,-3.12,12.83,47.81
2021-01-08,21.56,13.69,191.15,-345.4,94.22,-3.13,12.65,48.3
2021-01-09,21.56,13.69,191.15,-341.65,93.21,-3.11,12.94,48.3
2021-01-10,21.56,13.69,190.08,-338.1,93.66,-3.12,12.76,48.3
2021-01-11,24.08,13.75,193.77,-342.43,93.32,-3.09,12.85,49.3
2021-01-12,23.33,14.07,192.45,-340.13,92.71,-3.08,12.8,49.8
2021-01-13,22.21,13.96,191.7,-338.0,92.14,-3.07,12.88,51.3
2021-01-14,23.25,13.97,193.59,-335.9,91.71,-3.08,12.82,49.8
2021-01-15,24.34,13.8,191.58,-337.15,91.67,-3.03,12.77,50.3
2021-01-16,24.34,13.8,193.05,-340.04,90.55,-3.05,12.72,50.3
2021-01-17,24.34,13.8,192.67,-331.52,89.84,-3.06,12.82,50.3
2021-01-18,24.34,13.8,193.61,-331.46,89.46,-3.02,12.64,50.3
2021-01-19,23.24,13.63,193.11,-334.75,89.36,-3.01,12.79,51.3
2021-01-20,21.58,13.77,191.95,-331.63,89.25,-3.0,12.67,50.29
2021-01-21,21.32,13.75,193.57,-326.67,87.72,-2.97,12.82,49.79
2021-01-22,21.91,13.73,194.66,-325.76,87.56,-2.98,12.74,49.28
2021-01-23,21.91,13.73,193.81,-325.53,87.16,-2.97,12.76,49.28
2021-01-24,21.91,13.73,194.74,-326.38,85.98,-2.98,12.72,49.28
2021-01-25,23.19,13.56,193.17,-324.8,85.95,-2.94,12.59,48.79
2021-01-26,23.02,13.49,194.31,-324.05,84.7,-2.94,12.64,48.8
2021-01-27,37.21,13.16,193.91,-320.71,84.02,-2.94,12.73,48.8
2021-01-28,30.21,13.6,195.38,-323.12,84.56,-2.95,12.69,50.29
2021-01-29,33.09,13.05,194.86,-321.88,83.67,-2.89,12.75,47.29
2021-01-30,33.09,13.05,195.66,-317.55,83.43,-2.92,12.69,47.29
2021-01-31,33.09,13.05,196.2,-318.29,82.8,-2.9,12.6,47.29
2021-02-01,30.24,13.21,195.99,-314.66,81.81,-2.87,12.6,47.3
2021-02-02,25.56,13.4,195.76,-317.15,81.74,-2.89,12.65,46.79
2021-02-03,22.91,13.5,194.72,-314.94,80.63,-2.88,12.49,46.79
2021-02-04,21.77,13.72,195.83,-315.35,81.41,-2.88,12.74,45.28
2021-02-05,20.87,13.63,195.49,-312.59,79.53,-2.83,12.65,45.79
2021-02-06,20.87,13.63,195.84,-314.09,79.58,-2.84,12.69,45.79
2021-02-07,20.87,13.63,195.98,-311.22,78.64,-2.77,12.5,45.79
2021-02-08,21.24,13.78,195.57,-311.77,78.92,-2.83,12.68,45.28
2021-02-09,21.63,13.84,194.81,-306.89,77.95,-2.81,12.73,44.8
2021-02-10,21.99,13.83,196.2,-305.72,77.33,-2.8,12.5,45.29
2021-02-11,21.25,13.81,197.18,-308.92,77.49,-2.78,12.62,45.29
2021-02-12,19.97,13.91,195.89,-302.39,76.56,-2.78,12.57,44.79
2021-02-13,19.97,13.91,197.35,-299.21,76.28,-2.75,12.46,44.79
2021-02-14,19.97,13.91,199.31,-302.42,75.01,-2.77,12.58,44.79
2021-02-15,19.97,13.91,198.64,-302.51,74.28,-2.76,12.6,44.78
2021-02-16,21.46,14.43,199.39,-295.27,74.51,-2.76,12.5,45.29
2021-02-17,21.5,14.17,198.37,-301.46,73.78,-2.76,12.6,45.28
2021-02-18,22.49,13.76,199.28,-297.98,73.72,-2.72,12.41,46.3
2021-02-19,22.05,14.08,197.65,-296.57,72.85,-2.7,12.41,47.3
2021-02-20,22.05,14.08,197.89,-293.39,72.47,-2.7,12.51,47.3
2021-02-21,22.05,14.08,196.06,-294.01,71.04,-2.66,12.5,47.3
2021-02-22,23.45,14.3,199.96,-294.4,72.26,-2.65,12.44,47.3
2021-02-23,23.11,14.3,200.46,-294.08,70.72,-2.67,12.53,47.81
2021-02-24,21.34,14.66,198.64,-291.88,70.62,-2.68,12.51,48.82
2021-02-25,28.89,14.54,199.09,-291.93,69.34,-2.65,12.52,47.81
2021-02-26,27.95,14.45,198.78,-288.95,69.39,-2.64,12.45,48.79
2021-02-27,27.95,14.45,200.03,-288.91,68.07,-2.63,12.49,48.79
2021-02-28,27.95,14.45,200.9,-289.43,68.41,-2.62,12.41,48.79
2021-03-01,23.35,14.7,198.34,-283.45,67.49,-2.61,12.57,50.35
2021-03-02,24.1,14.23,200.56,-285.42,67.16,-2.6,12.37,49.33
2021-03-03,26.67,14.06,200.07,-285.66,66.97,-2.59,12.55,48.32
2021-03-04,28.57,13.86,200.61,-282.6,65.49,-2.57,12.41,46.8
2021-03-05,24.66,13.89,201.1,-281.06,65.24,-2.55,12.31,47.28
2021-03-06,24.66,13.89,200.65,-283.14,65.28,-2.56,12.48,47.28
2021-03-07,24.66,13.89,200.9,-278.35,65.57,-2.52,12.39,47.28
2021-03-08,25.47,13.8,200.96,-279.66,63.94,-2.55,12.43,47.8
2021-03-09,24.03,13.98,202.26,-273.67,63.78,-2.55,12.45,47.81
2021-03-10,22.56,13.95,201.9,-274.64,62.91,-2.5,12.39,47.31
2021-03-11,21.91,13.29,201.88,-275.15,63.41,-2.51,12.32,47.31
2021-03-12,20.69,12.85,200.63,-274.64,61.06,-2.48,12.41,46.81
2021-03-13,20.69,12.85,201.64,-272.39,61.45,-2.52,12.34,46.81
2021-03-14,20.69,12.85,203.02,-270.0,60.07,-2.45,12.38,46.81
2021-03-15,20.03,13.0,202.37,-270.0,59.11,-2.45,12.19,47.31
2021-03-16,19.79,12.9,203.13,-269.22,59.98,-2.47,12.35,47.82
2021-03-17,19.23,13.13,204.34,-267.61,59.38,-2.46,12.27,47.8
2021-03-18,21.58,13.06,203.82,-267.65,58.65,-2.4,12.41,48.81
2021-03-19,20.95,13.08,203.09,-266.07,58.21,-2.43,12.33,49.31
2021-03-20,20.95,13.08,202.68,-268.03,59.28,-2.42,12.3,49.31
2021-03-21,20.95,13.08,200.91,-261.5,57.09,-2.44,12.31,49.31
2021-03-22,18.88,13.15,203.34,-261.57,56.95,-2.4,12.21,54.77
2021-03-23,20.3,12.89,203.36,-262.34,55.86,-2.38,12.37,56.83
2021-03-24,21.2,12.88,204.2,-256.5,55.8,-2.36,12.38,56.84
2021-03-25,19.81,13.21,203.85,-258.58,55.02,-2.38,12.27,54.35
2021-03-26,18.86,12.87,203.86,-259.44,54.41,-2.37,12.34,54.35
2021-03-27,18.86,12.87,202.64,-254.98,54.99,-2.33,12.19,54.35
2021-03-28,18.86,12.87,203.61,-254.66,54.15,-2.31,12.17,54.35
2021-03-29,20.74,11.39,205.12,-253.55,53.11,-2.35,12.22,64.6
2021-03-30,19.61,10.99,206.46,-253.87,51.38,-2.29,12.24,64.21
2021-03-31,19.4,10.6,205.0,-252.0,52.0,-2.3,12.2,72.13
2021-04-01,17.33,10.7,205.43,-246.28,52.29,-2.24,12.13,70.61
2021-04-02,17.33,10.7,204.22,-241.02,52.68,-2.19,12.29,70.16
2021-04-03,17.33,10.7,205.89,-235.77,52.76,-2.14,12.32,70.16
2021-04-04,17.33,10.7,206.37,-230.19,53.85,-2.1,12.23,70.16
2021-04-05,17.91,10.87,205.78,-226.2,54.02,-2.04,12.32,70.16
2021-04-06,18.12,10.97,206.91,-218.37,54.4,-2.0,12.38,70.16
2021-04-07,17.16,10.87,204.6,-213.2,54.43,-1.96,12.42,65.7
2021-04-08,16.95,10.95,206.45,-206.67,54.42,-1.9,12.32,65.72
2021-04-09,16.69,10.65,204.89,-201.94,55.73,-1.84,12.21,65.72
2021-04-10,16.69,10.65,205.07,-196.71,55.57,-1.78,12.31,65.72
2021-04-11,16.69,10.65,205.68,-192.05,55.75,-1.75,12.36,65.72
2021-04-12,16.91,10.71,205.48,-185.32,56.41,-1.71,12.38,65.22
2021-04-13,16.65,10.63,206.01,-178.93,56.96,-1.64,12.4,64.22
2021-04-14,16.99,10.64,206.47,-175.75,57.01,-1.59,12.5,63.72
2021-04-15,16.57,10.76,207.67,-168.65,57.71,-1.54,12.52,63.23
2021-04-16,16.25,10.85,206.6,-162.92,58.01,-1.48,12.45,61.26
2021-04-17,16.25,10.85,205.43,-158.56,57.81,-1.43,12.55,61.26
2021-04-18,16.25,10.85,208.34,-152.85,58.27,-1.4,12.52,61.26
2021-04-19,17.29,10.7,206.44,-146.27,59.06,-1.35,12.52,60.25
2021-04-20,18.68,10.29,207.36,-142.44,58.46,-1.3,12.58,60.26
2021-04-21,17.5,10.38,208.0,-135.02,59.48,-1.23,12.55,60.77
2021-04-22,18.71,10.01,207.86,-131.04,59.51,-1.17,12.69,59.75
2021-04-23,17.33,10.45,208.9,-123.02,60.12,-1.14,12.49,55.28
2021-04-24,17.33,10.45,208.39,-115.87,60.52,-1.09,12.56,55.28
2021-04-25,17.33,10.45,207.14,-114.35,60.86,-1.02,12.6,55.28
2021-04-26,17.64,10.27,210.38,-107.04,61.17,-0.98,12.66,55.29
2021-04-27,17.56,10.61,208.46,-103.08,61.39,-0.93,12.72,56.28
2021-04-28,17.28,10.77,208.23,-95.3,62.63,-0.9,12.66,56.28
2021-04-29,17.61,10.73,209.49,-92.66,62.87,-0.83,12.59,56.28
2021-04-30,18.61,10.57,208.88,-84.91,62.45,-0.79,12.75,55.79
2021-05-01,18.61,10.57,209.16,-81.07,63.52,-0.75,12.76,55.79
2021-05-02,18.61,10.57,211.42,-74.68,63.36,-0.69,12.61,55.79
2021-05-03,18.31,10.61,208.71,-70.17,63.86,-0.64,12.74,56.28
2021-05-04,19.48,10.34,208.78,-62.28,64.16,-0.58,12.66,56.29
2021-05-05,19.15,10.37,209.35,-58.82,64.37,-0.55,12.74,57.28
2021-05-06,18.39,10.37,210.45,-51.52,65.15,-0.47,12.74,56.78
2021-05-07,16.69,10.39,207.93,-47.1,65.29,-0.42,12.86,57.29
2021-05-08,16.69,10.39,207.58,-41.27,65.49,-0.4,12.83,57.29
2021-05-09,16.69,10.39,209.11,-35.39,65.63,-0.32,12.76,57.29
2021-05-10,19.66,10.15,208.16,-30.98,66.1,-0.29,12.91,56.78
2021-05-11,21.84,10.1,209.52,-24.21,66.26,-0.22,12.79,57.29
2021-05-12,27.59,10.07,210.59,-16.99,67.05,-0.18,12.91,58.78
2021-05-13,23.13,10.28,209.28,-14.35,67.09,-0.13,12.86,59.77
2021-05-14,18.81,10.45,208.86,-6.35,67.69,-0.08,12.9,59.77
2021-05-15,18.81,10.45,210.51,-0.39,68.48,-0.01,12.97,59.77
2021-05-16,18.81,10.45,211.44,2.25,68.79,0.01,12.99,59.77
2021-05-17,19.72,10.51,208.94,6.99,68.83,0.08,13.06,59.27
2021-05-18,21.34,10.41,211.64,14.75,69.17,0.14,12.99,59.28
2021-05-19,22.18,10.46,211.76,19.23,70.04,0.19,13.03,59.77
2021-05-20,20.67,10.76,212.02,27.83,70.05,0.25,13.0,60.27
2021-05-21,20.15,10.69,212.41,31.07,70.19,0.27,13.05,59.28
2021-05-22,20.15,10.69,213.54,35.56,70.26,0.34,13.08,59.28
2021-05-23,20.15,10.69,211.04,40.68,71.09,0.38,13.07,59.28
2021-05-24,18.4,10.77,211.64,49.04,71.56,0.44,12.98,61.77
2021-05-25,18.84,10.78,211.22,52.5,71.54,0.48,13.13,61.77
2021-05-26,17.36,10.88,211.77,58.82,72.14,0.53,13.15,61.77
2021-05-27,16.74,11.14,213.46,65.52,72.33,0.6,13.1,61.77
2021-05-28,16.76,11.02,210.63,69.26,72.73,0.63,13.08,60.76
2021-05-29,16.76,11.02,211.25,75.36,72.49,0.67,13.26,60.76
2021-05-30,16.76,11.02,213.66,80.95,73.44,0.73,13.22,60.76
2021-05-31,16.76,11.02,213.42,87.38,74.1,0.79,13.19,60.76
2021-06-01,17.9,11.14,212.12,92.81,74.05,0.85,13.15,60.77
2021-06-02,17.48,11.12,213.49,97.34,74.58,0.89,13.19,60.26
2021-06-03,18.04,11.15,213.09,103.25,74.73,0.95,13.33,59.27
2021-06-04,16.42,11.18,214.39,108.25,75.38,0.97,13.28,61.26
2021-06-05,16.42,11.18,213.05,112.4,75.59,1.03,13.25,61.26
2021-06-06,16.42,11.18,214.15,120.14,75.76,1.08,13.34,61.26
2021-06-07,16.42,11.11,215.93,127.75,76.71,1.14,13.27,61.75
2021-06-08,17.07,10.93,213.95,129.8,76.96,1.19,13.43,61.75
2021-06-09,17.89,10.78,213.51,135.49,76.92,1.25,13.44,61.26
2021-06-10,16.1,10.68,214.32,140.91,77.56,1.28,13.34,61.25
2021-06-11,15.65,10.7,213.33,148.47,77.93,1.34,13.35,60.27
2021-06-12,15.65,10.7,216.27,153.67,78.32,1.39,13.24,60.27
2021-06-13,15.65,10.7,214.13,158.46,78.07,1.43,13.33,60.27
2021-06-14,16.39,10.66,213.79,163.05,79.13,1.49,13.35,59.75
2021-06-15,17.02,10.76,213.33,169.87,79.08,1.54,13.46,61.26
2021-06-16,18.15,10.69,215.43,173.34,79.49,1.59,13.45,59.75
2021-06-17,17.75,10.42,215.32,181.04,80.63,1.64,13.4,58.25
2021-06-18,20.7,10.17,214.04,187.5,80.38,1.69,13.49,58.35
2021-06-19,20.7,10.17,215.26,190.38,80.56,1.74,13.55,58.35
2021-06-20,20.7,10.17,213.24,195.57,80.44,1.81,13.57,58.35
2021-06-21,17.89,10.26,215.1,205.05,81.74,1.83,13.44,59.84
2021-06-22,16.66,10.16,215.5,207.83,81.38,1.89,13.56,60.84
2021-06-23,16.32,10.2,216.9,215.59,81.83,1.98,13.5,60.34
2021-06-24,15.97,10.59,214.48,219.51,82.36,1.98,13.66,59.84
2021-06-25,15.62,10.77,214.09,225.05,83.18,2.03,13.67,59.34
2021-06-26,15.62,10.77,214.6,231.35,83.37,2.11,13.58,59.34
2021-06-27,15.62,10.77,214.27,235.24,83.48,2.12,13.6,59.34
2021-06-28,15.76,10.57,217.13,242.07,83.96,2.2,13.64,57.85
2021-06-29,16.02,10.51,217.47,246.97,84.09,2.27,13.55,58.85
2021-06-30,15.83,10.49,216.0,253.0,84.6,2.3,13.7,58.85
2021-07-01,15.48,10.56,217.1,255.07,84.04,2.34,13.75,58.85
2021-07-02,15.07,10.42,214.92,256.47,84.42,2.33,13.77,58.35
2021-07-03,15.07,10.42,215.49,256.9,84.57,2.36,13.68,58.35
2021-07-04,15.07,10.42,214.59,259.83,84.11,2.37,13.63,58.35
2021-07-05,15.07,10.42,215.19,263.33,85.33,2.4,13.74,58.85
2021-07-06,16.44,10.24,215.05,265.54,84.21,2.42,13.73,59.34
2021-07-07,16.2,10.12,217.46,266.75,84.28,2.44,13.72,59.84
2021-07-08,19.0,9.91,215.68,270.2,84.14,2.45,13.79,59.84
2021-07-09,16.18,10.1,216.62,271.21,85.31,2.5,13.72,62.32
2021-07-10,16.18,10.1,216.13,271.73,84.78,2.47,13.7,62.32
2021-07-11,16.18,10.1,215.23,274.29,84.14,2.48,13.79,62.32
2021-07-12,16.17,10.11,216.47,274.83,85.0,2.52,13.82,60.34
2021-07-13,17.12,9.95,217.35,278.44,84.61,2.52,13.72,60.33
2021-07-14,16.33,9.89,215.46,281.95,84.63,2.54,13.87,60.33
2021-07-15,17.01,9.85,217.69,283.38,84.37,2.57,13.69,60.34
2021-07-16,18.45,9.73,215.95,286.25,84.2,2.59,13.78,60.34
2021-07-17,18.45,9.73,216.4,286.06,84.65,2.6,13.81,60.34
2021-07-18,18.45,9.73,217.55,290.12,84.27,2.64,13.79,60.34
2021-07-19,22.5,9.57,216.32,290.14,85.27,2.65,13.81,60.34
2021-07-20,19.73,9.81,217.13,294.21,83.95,2.67,13.98,62.33
2021-07-21,17.91,10.11,216.8,294.29,85.14,2.7,13.8,62.33
2021-07-22,17.69,9.97,217.34,297.18,84.43,2.7,14.03,60.34
2021-07-23,17.2,10.06,214.68,300.12,84.6,2.72,13.9,60.34
2021-07-24,17.2,10.06,215.33,299.97,84.82,2.75,13.89,60.34
2021-07-25,17.2,10.06,218.02,302.46,84.2,2.74,13.92,60.34
2021-07-26,17.58,10.28,218.53,305.78,84.82,2.75,14.07,59.34
2021-07-27,19.36,10.21,216.48,305.95,83.31,2.8,13.84,59.34
2021-07-28,18.31,10.29,217.26,306.42,84.14,2.82,13.84,60.33
2021-07-29,17.7,9.99,217.89,312.77,84.05,2.86,13.87,60.34
2021-07-30,18.24,10.05,218.38,311.43,83.91,2.86,13.93,57.35
2021-07-31,18.24,10.05,215.49,314.19,84.34,2.88,13.82,57.35
2021-08-01,18.24,10.05,216.78,317.42,84.59,2.89,13.95,57.35
2021-08-02,19.46,10.23,217.43,317.15,84.72,2.91,14.07,57.35
2021-08-03,18.04,10.39,218.61,318.62,84.52,2.95,13.97,57.35
2021-08-04,17.97,10.25,220.6,322.18,84.13,2.92,13.95,57.34
2021-08-05,17.28,10.4,217.71,321.56,84.56,2.97,13.93,57.34
2021-08-06,16.15,10.58,216.49,325.43,84.45,3.01,14.04,57.34
2021-08-07,16.15,10.58,218.5,328.07,84.79,3.01,13.93,57.34
2021-08-08,16.15,10.58,219.55,329.39,84.72,3.04,14.12,57.34
2021-08-09,16.72,10.53,218.29,329.74,84.4,3.03,14.14,56.84
2021-08-10,16.79,10.44,217.25,335.68,84.0,3.06,14.03,56.84
2021-08-11,16.06,10.48,219.32,335.76,84.1,3.08,14.02,57.33
2021-08-12,15.59,10.43,219.05,339.41,84.13,3.07,14.1,57.17
2021-08-13,15.45,10.39,217.28,339.24,84.23,3.1,14.11,57.34
2021-08-14,15.45,10.39,218.86,340.42,84.47,3.12,13.99,57.34
2021-08-15,15.45,10.39,219.58,343.84,84.65,3.16,14.01,57.34
2021-08-16,16.12,10.34,219.83,345.19,84.32,3.18,13.97,57.34
2021-08-17,17.91,10.26,218.54,345.94,84.35,3.19,14.09,57.33
2021-08-18,21.57,10.31,218.28,351.26,84.39,3.21,14.12,57.33
2021-08-19,21.67,10.17,220.04,350.58,84.11,3.22,13.99,57.34
2021-08-20,18.56,10.22,217.46,351.01,83.93,3.26,14.06,58.34
2021-08-21,18.56,10.22,219.3,356.98,83.57,3.26,14.0,58.34
2021-08-22,18.56,10.22,217.4,356.63,84.02,3.28,14.04,58.34
2021-08-23,17.15,10.35,220.09,358.47,84.51,3.29,14.15,58.33
2021-08-24,17.22,10.44,218.71,358.97,84.0,3.32,14.07,58.33
2021-08-25,16.79,10.72,220.41,365.38,84.2,3.33,14.11,56.34
2021-08-26,18.84,10.52,219.63,363.51,84.49,3.36,14.02,56.34
2021-08-27,16.39,10.66,217.83,367.18,84.51,3.36,14.15,56.34
2021-08-28,16.39,10.66,220.75,370.23,83.82,3.38,14.15,56.34
2021-08-29,16.39,10.66,220.94,371.58,84.7,3.42,14.11,56.34
2021-08-30,16.19,10.56,220.27,372.94,84.75,3.43,14.15,56.34
2021-08-31,16.48,10.57,218.55,372.83,83.79,3.44,14.18,56.34
2021-09-01,16.11,10.61,219.09,375.92,83.91,3.47,14.12,56.33
2021-09-02,16.41,10.57,219.64,379.15,84.76,3.48,14.09,55.34
2021-09-03,16.41,10.57,218.77,379.88,84.18,3.5,14.32,55.34
2021-09-04,16.41,10.57,221.41,383.11,83.3,3.54,14.16,55.34
2021-09-05,16.41,10.57,219.8,385.68,83.64,3.56,14.2,55.34
2021-09-06,16.41,10.57,216.78,388.0,84.12,3.57,14.29,55.34
2021-09-07,18.14,10.56,220.12,387.2,83.73,3.57,14.47,54.34
2021-09-08,17.96,10.44,219.43,393.5,84.04,3.61,14.15,54.34
2021-09-09,18.8,10.58,219.78,393.66,84.23,3.6,14.27,54.34
2021-09-10,20.95,10.43,219.51,394.65,84.83,3.62,14.2,54.35
2021-09-11,20.95,10.43,220.84,398.0,84.08,3.62,14.22,54.35
2021-09-12,20.95,10.43,221.23,401.58,84.65,3.69,14.21,54.35
2021-09-13,19.37,10.62,220.38,398.73,84.8,3.68,14.19,54.34
2021-09-14,19.46,10.41,219.76,402.24,84.79,3.7,14.28,53.84
2021-09-15,18.18,10.21,220.14,401.48,84.3,3.71,14.18,53.34
2021-09-16,18.69,10.26,220.26,406.7,83.35,3.75,14.36,52.84
2021-09-17,20.81,10.15,219.43,408.89,84.37,3.76,14.3,52.84
2021-09-18,20.81,10.15,220.97,410.34,84.61,3.76,14.34,52.84
2021-09-19,20.81,10.15,220.9,411.53,84.13,3.8,14.28,52.84
2021-09-20,25.71,9.4,222.12,411.73,84.89,3.8,14.3,56.81
2021-09-21,24.36,9.41,221.87,416.77,84.51,3.82,14.35,61.87
2021-09-22,20.87,9.6,219.82,420.1,84.38,3.83,14.26,58.86
2021-09-23,18.63,9.8,221.51,419.48,84.6,3.85,14.32,58.37
2021-09-24,17.75,9.88,219.65,422.75,84.27,3.89,14.3,57.87
2021-09-25,17.75,9.88,221.48,422.18,83.07,3.89,14.3,57.87
2021-09-26,17.75,9.88,220.22,426.71,83.91,3.91,14.23,57.87
2021-09-27,18.76,10.16,219.73,427.6,84.62,3.94,14.47,58.38
2021-09-28,23.25,9.97,221.19,429.1,83.77,3.96,14.34,59.37
2021-09-29,22.56,9.98,218.06,431.07,84.01,4.0,14.47,58.92
2021-09-30,23.14,9.86,221.0,434.0,84.1,4.0,14.4,59.4
2021-10-01,21.15,9.9,219.6,410.6,84.7,3.77,14.46,58.92
2021-10-02,21.15,9.9,223.44,381.57,85.08,3.53,14.4,58.92
2021-10-03,21.15,9.9,222.35,354.47,86.03,3.28,14.19,58.92
2021-10-04,22.96,9.83,220.18,329.76,86.15,3.08,14.35,58.9
2021-10-05,21.3,9.94,220.31,302.93,86.06,2.77,14.35,59.9
2021-10-06,21.0,9.97,219.13,274.13,87.36,2.57,14.33,60.88
2021-10-07,19.54,10.18,220.11,249.15,86.98,2.33,14.41,62.37
2021-10-08,18.77,10.35,218.64,221.66,88.68,2.1,14.37,62.87
2021-10-09,18.77,10.35,216.99,193.35,88.68,1.83,14.34,62.87
2021-10-10,18.77,10.35,217.58,171.47,89.71,1.57,14.32,62.87
2021-10-11,20.0,10.29,218.87,142.26,90.75,1.37,14.35,62.87
2021-10-12,19.85,10.29,217.4,120.05,90.35,1.14,14.48,62.38
2021-10-13,18.64,10.27,218.38,85.55,91.75,0.92,14.35,63.37
2021-10-14,16.86,10.43,217.07,61.34,91.68,0.63,14.36,63.37
2021-10-15,16.3,10.57,217.2,36.08,93.15,0.44,14.37,62.38
2021-10-16,16.3,10.57,218.81,11.95,92.82,0.22,14.42,62.38
2021-10-17,16.3,10.57,217.95,-16.19,93.17,-0.07,14.43,62.38
2021-10-18,16.31,10.45,217.47,-42.91,94.37,-0.33,14.18,60.89
2021-10-19,15.7,10.6,218.25,-72.57,94.45,-0.55,14.47,60.88
2021-10-20,15.49,10.46,217.62,-99.16,94.83,-0.78,14.5,60.4
2021-10-21,15.01,10.41,218.49,-122.48,95.54,-1.01,14.32,59.4
2021-10-22,15.43,10.51,216.19,-152.68,96.28,-1.27,14.33,58.38
2021-10-23,15.43,10.51,216.03,-177.4,97.41,-1.47,14.37,58.38
2021-10-24,15.43,10.51,214.87,-201.7,96.59,-1.76,14.35,58.38
2021-10-25,15.24,10.58,215.63,-231.45,97.97,-2.01,14.42,58.41
2021-10-26,15.98,10.64,216.98,-252.36,98.78,-2.2,14.26,58.41
2021-10-27,16.98,10.53,217.15,-279.72,99.15,-2.5,14.32,58.38
2021-10-28,16.53,10.48,216.58,-312.32,100.17,-2.7,14.51,57.91
2021-10-29,16.26,10.31,213.34,-337.47,100.14,-2.87,14.33,58.45
2021-10-30,16.26,10.31,216.33,-366.94,100.65,-3.17,14.49,58.45
2021-10-31,16.26,10.31,212.9,-390.21,101.53,-3.44,14.43,58.45
2021-11-01,16.41,11.03,215.73,-413.38,101.88,-3.65,14.27,61.42
2021-11-02,16.03,10.98,214.14,-442.47,102.23,-3.89,14.45,60.93
2021-11-03,15.1,10.79,215.12,-467.11,103.16,-4.13,14.39,60.4
2021-11-04,15.44,10.28,212.68,-497.94,103.23,-4.36,14.37,59.91
2021-11-05,16.48,10.23,215.25,-519.44,103.8,-4.63,14.42,59.39
2021-11-06,16.48,10.23,212.14,-548.91,104.39,-4.81,14.43,59.39
2021-11-07,16.48,10.23,212.83,-574.21,105.73,-5.08,14.45,59.39
2021-11-08,17.22,10.31,212.27,-600.97,104.37,-5.31,14.48,58.38
2021-11-09,17.78,10.19,211.24,-630.06,106.44,-5.58,14.43,57.37
2021-11-10,18.73,10.08,213.08,-656.34,106.84,-5.78,14.3,56.39
2021-11-11,17.66,10.12,214.78,-678.27,106.68,-6.05,14.37,56.87
2021-11-12,16.29,10.06,215.53,-706.04,108.07,-6.28,14.61,57.41
